Authors,Title,Journal/Booktitle,Volume/Pages,DOI,Type
"Christian Bird, Tim Menzies, Thomas Zimmermann 0001",Foreword.,DAPSE@ICSE,2013: iii-iv,https://doi.org/10.1109/DAPSE.2013.6603796,inproceedings
"Abdel Salam Sayyad, Joseph Ingram, Tim Menzies, Hany H. Ammar",Scalable product line configuration: A straw to break the camel's back.,ASE,2013: 465-474,https://doi.org/10.1109/ASE.2013.6693104,inproceedings
"Giuseppe Scanniello, Carmine Gravino, Andrian Marcus, Tim Menzies",Class level fault prediction using software clustering.,ASE,2013: 640-645,https://doi.org/10.1109/ASE.2013.6693126,inproceedings
"Fayola Peters, Tim Menzies, Andrian Marcus",Better cross company defect prediction.,MSR,2013: 409-418,https://doi.org/10.1109/MSR.2013.6624057,inproceedings
Tim Menzies,"Beyond data mining; towards ""idea engineering"".",PROMISE,2013: 11:1-11:6,https://doi.org/10.1145/2499393.2499401,inproceedings
"Ekrem Kocaguneli, Bojan Cukic, Tim Menzies, Huihua Lu",Building a second opinion: learning cross-company data.,PROMISE,2013: 12:1-12:10,https://doi.org/10.1145/2499393.2499400,inproceedings
"Ayse Basar Bener, Tim Menzies",Guest editorial: learning to organize testing.,Autom. Softw. Eng.,19(2012): 137-140,https://doi.org/10.1007/s10515-011-0095-y,article
"Tim Menzies, Martin J. Shepperd",Special issue on repeatable results in software engineering prediction.,Empir. Softw. Eng.,17(2012): 1-17,https://doi.org/10.1007/s10664-011-9193-5,article
"Markus Lumpe, Rajesh Vasa, Tim Menzies, Rebecca Rush, Burak Turhan",Learning Better Inspection Optimization Policies.,Int. J. Softw. Eng. Knowl. Eng.,22(2012): 621-644,https://doi.org/10.1142/S0218194012500179,article
"Rachel Harrison, Daniela Carneiro da Cruz, Pedro Rangel Henriques, Maria João Varanda Pereira, Shih-Hsi Liu, Tim Menzies, Marjan Mernik, Daniel Rodríguez 0001","Report from the first international workshop on realizing artificial intelligence
                synergies in software engineering (RAISE 2012).",ACM SIGSOFT Softw. Eng. Notes,37(2012): 34-35,https://doi.org/10.1145/2347696.2347697,article
"Ekrem Kocaguneli, Tim Menzies, Ayse Bener, Jacky W. Keung",Exploiting the Essential Assumptions of Analogy-Based Effort Estimation.,IEEE Trans. Software Eng.,38(2012): 425-438,https://doi.org/10.1109/TSE.2011.27,article
"Ekrem Kocaguneli, Tim Menzies, Jacky W. Keung",On the Value of Ensemble Effort Estimation.,IEEE Trans. Software Eng.,38(2012): 1403-1416,https://doi.org/10.1109/TSE.2011.111,article
"Abdel Salam Sayyad, Hany H. Ammar, Tim Menzies",Software feature model recommendations using data mining.,RSSE@ICSE,2012: 47-51,https://doi.org/10.1109/RSSE.2012.6233409,inproceedings
"Fayola Peters, Tim Menzies",Privacy and utility for defect prediction: Experiments with MORPH.,ICSE,2012: 189-199,https://doi.org/10.1109/ICSE.2012.6227194,inproceedings
"Tim Menzies, Thomas Zimmermann 0001",Goldfish bowl panel: Software development analytics.,ICSE,2012: 1032-1033,https://doi.org/10.1109/ICSE.2012.6227117,inproceedings
"Yang Sok Kim, Byeong Ho Kang 0001, Seung Hwan Ryu, Paul Compton, Soyeon Caren Han, Tim Menzies",Crowd-Sourced Knowledge Bases.,PKAW,2012: 258-271,https://doi.org/10.1007/978-3-642-32541-0_23,inproceedings
"Raymond Borges, Tim Menzies",Learning to change projects.,PROMISE,2012: 11-18,https://doi.org/10.1145/2365324.2365328,inproceedings
"Ekrem Kocaguneli, Tim Menzies, Jairus Hihn, Byeong Ho Kang 0001","Size doesn't matter?: on the value of software size features for effort
                estimation.",PROMISE,2012: 89-98,https://doi.org/10.1145/2365324.2365336,inproceedings
"Ashutosh Nandeshwar, Tim Menzies, Adam Nelson",Learning patterns of university student retention.,Expert Syst. Appl.,38(2011): 14984-14996,https://doi.org/10.1016/j.eswa.2011.05.048,article
"Topi Haapio, Tim Menzies",Exploring the Effort of General Software Project Activities with Data Mining.,Int. J. Softw. Eng. Knowl. Eng.,21(2011): 725-753,https://doi.org/10.1142/S0218194011005438,article
"Adam Nelson, Tim Menzies, Gregory Gay 0002",Sharing experiments using open-source software.,Softw. Pract. Exp.,41(2011): 283-305,https://doi.org/10.1002/spe.1004,article
"James H. Andrews, Tim Menzies, Felix Chun Hang Li",Genetic Algorithms for Randomized Unit Testing.,IEEE Trans. Software Eng.,37(2011): 80-94,https://doi.org/10.1109/TSE.2010.46,article
"Ekrem Kocaguneli, Tim Menzies",How to Find Relevant Data for Effort Estimation?,ESEM,2011: 255-264,https://doi.org/10.1109/ESEM.2011.34,inproceedings
"Tim Menzies, Andrew Butcher, Andrian Marcus, Thomas Zimmermann 0001, David R. Cok",Local vs. global models for effort estimation and defect prediction.,ASE,2011: 343-351,https://doi.org/10.1109/ASE.2011.6100072,inproceedings
"Gregory Gay 0002, Tim Menzies, Omid Jalali, Gregory E. Mundy, Beau Gilkerson, Martin S. Feather, James D. Kiper",Finding robust solutions in requirements models.,Autom. Softw. Eng.,17(2010): 87-116,https://doi.org/10.1007/s10515-009-0059-7,article
"Tim Menzies, Zach Milton, Burak Turhan, Bojan Cukic, Yue Jiang 0001, Ayse Basar Bener","Defect prediction from static code features: current results, limitations, new
                approaches.",Autom. Softw. Eng.,17(2010): 375-407,https://doi.org/10.1007/s10515-010-0069-5,article
"Tim Menzies, Omid Jalali, Jairus Hihn, Daniel Baker, Karen T. Lum",Stable rankings for different effort models.,Autom. Softw. Eng.,17(2010): 409-437,https://doi.org/10.1007/s10515-010-0070-z,article
"Gregory Gay 0002, Tim Menzies, Misty Davies, Karen Gundy-Burlet",Automatically finding the control variables for complex system behavior.,Autom. Softw. Eng.,17(2010): 439-468,https://doi.org/10.1007/s10515-010-0072-x,article
"Ayse Tosun, Ayse Basar Bener, Burak Turhan, Tim Menzies","Practical considerations in deploying statistical methods for defect prediction:
                A case study within the Turkish telecommunications industry.",Inf. Softw. Technol.,52(2010): 1242-1257,https://doi.org/10.1016/j.infsof.2010.06.006,article
"Oussama El-Rawas, Tim Menzies","A second look at Faster, Better, Cheaper.",Innov. Syst. Softw. Eng.,6(2010): 319-335,https://doi.org/10.1007/s11334-010-0137-9,article
"Adam Brady, Tim Menzies, Oussama El-Rawas, Ekrem Kocaguneli, Jacky W. Keung",Case-Based Reasoning for Reducing Software Development Effort.,J. Softw. Eng. Appl.,3(2010): 1005-1014,https://doi.org/10.4236/jsea.2010.311118,article
"LiGuo Huang, Daniel Port, Liang Wang, Tao Xie 0001, Tim Menzies",Text mining in supporting software systems risk assurance.,ASE,2010: 163-166,https://doi.org/10.1145/1858996.1859027,inproceedings
"Ekrem Kocaguneli, Gregory Gay 0002, Tim Menzies, Ye Yang, Jacky W. Keung",When to use data from other projects for effort estimation.,ASE,2010: 321-324,https://doi.org/10.1145/1858996.1859061,inproceedings
"Burak Turhan, Ayse Basar Bener, Tim Menzies",Regularities in Learning Defect Predictors.,PROFES,2010: 116-130,https://doi.org/10.1007/978-3-642-13792-1_11,inproceedings
"Adam Brady, Tim Menzies",Case-based reasoning vs parametric models for software quality optimization.,PROMISE,2010: 3,https://doi.org/10.1145/1868328.1868333,inproceedings
"Hongyu Zhang 0002, Adam Nelson, Tim Menzies","On the value of learning from defect dense components for software defect
                prediction.",PROMISE,2010: 14,https://doi.org/10.1145/1868328.1868350,inproceedings
"Earl T. Barr, Christian Bird, Eric Hyatt, Tim Menzies, Gregorio Robles",On the shoulders of giants.,FoSER,2010: 23-28,https://doi.org/10.1145/1882362.1882368,inproceedings
"Andrian Marcus, Tim Menzies",Software is data too.,FoSER,2010: 229-232,https://doi.org/10.1145/1882362.1882410,inproceedings
"Letha H. Etzkorn, Tim Menzies",Special issue on information retrieval for program comprehension.,Empir. Softw. Eng.,14(2009): 1-4,https://doi.org/10.1007/s10664-008-9097-1,article
"Burak Turhan, Tim Menzies, Ayse Basar Bener, Justin S. Di Stefano","On the relative value of cross-company and within-company data for defect
                prediction.",Empir. Softw. Eng.,14(2009): 540-578,https://doi.org/10.1007/s10664-008-9103-7,article
"Tim Menzies, Osamu Mizuno, Yasunari Takagi, Tohru Kikuno","Explanation vs Performance in Data Mining: A Case Study with Predicting Runaway
                Projects.",J. Softw. Eng. Appl.,2(2009): 221-236,https://doi.org/10.4236/jsea.2009.24030,article
"Tim Menzies, Steve Williams, Oussama El-Rawas, Daniel Baker, Barry W. Boehm, Jairus Hihn, Karen T. Lum, Raymond J. Madachy",Accurate estimates without local data?,Softw. Process. Improv. Pract.,14(2009): 213-225,https://doi.org/10.1002/spip.414,article
"Topi Haapio, Tim Menzies",Data mining with software industry project data: A case study.,IADIS AC (2),2009: 33-38,,inproceedings
"Tim Menzies, Steve Williams, Barry W. Boehm, Jairus Hihn",How to avoid drastic software process change (using stochastic stability).,ICSE,2009: 540-550,https://doi.org/10.1109/ICSE.2009.5070552,inproceedings
"Gregory Gay 0002, Sonia Haiduc, Andrian Marcus, Tim Menzies",On the use of relevance feedback in IR-based concept location.,ICSM,2009: 351-360,https://doi.org/10.1109/ICSM.2009.5306315,inproceedings
"Andres S. Orrego, Tim Menzies, Oussama El-Rawas",On the Relative Merits of Software Reuse.,ICSP,2009: 186-197,https://doi.org/10.1007/978-3-642-01680-6_18,inproceedings
"Yue Jiang 0001, Jie Lin, Bojan Cukic, Tim Menzies",Variance Analysis in Software Fault Prediction Models.,ISSRE,2009: 99-108,https://doi.org/10.1109/ISSRE.2009.13,inproceedings
"Joseph D'Alessandro, Cynthia D. Tanner, Bonnie W. Morris, Tim Menzies",Is Continuous Compliance Assurance Possible?,ITNG,2009: 1599,https://doi.org/10.1109/ITNG.2009.270,inproceedings
"Phillip Green II, Tim Menzies, Steve Williams, Oussama El-Rawas",Understanding the Value of Software Engineering Technologies.,ASE,2009: 52-61,https://doi.org/10.1109/ASE.2009.93,inproceedings
"Bryan Lemon, Aaron Riesbeck, Tim Menzies, Justin Price, Joseph D'Alessandro, Rikard Carlsson, Tomi Prifiti, Fayola Peters, Huihua Lu, Daniel Port","Applications of Simulation and AI Search: Assessing the Relative Merits of Agile
                vs Traditional Software Development.",ASE,2009: 580-584,https://doi.org/10.1109/ASE.2009.42,inproceedings
"Tim Menzies, Oussama El-Rawas, Jairus Hihn, Barry W. Boehm",Can we build software faster and better and cheaper?,PROMISE,2009: 2,https://doi.org/10.1145/1540438.1540442,inproceedings
"James H. Andrews, Tim Menzies","On the value of combining feature subset selection with genetic algorithms:
                faster learning of coverage models.",PROMISE,2009: 13,https://doi.org/10.1145/1540438.1540456,inproceedings
"Gregory Gay 0002, Tim Menzies, Bojan Cukic, Burak Turhan",How to build repeatable experiments.,PROMISE,2009: 15,https://doi.org/10.1145/1540438.1540460,inproceedings
Tim Menzies,"Editorial, special issue, repeatable experiments in software engineering.",Empir. Softw. Eng.,13(2008): 469-471,https://doi.org/10.1007/s10664-008-9087-3,article
"Tim Menzies, Markland Benson, Ken Costello, Christina Moats, Melissa Northey, Julian Richardson",Learning better IV&V practices.,Innov. Syst. Softw. Eng.,4(2008): 169-183,https://doi.org/10.1007/s11334-008-0046-3,article
"Martin S. Feather, Steven L. Cornford, Kenneth A. Hicks, James D. Kiper, Tim Menzies","A Broad, Quantitative Model for Making Early Requirements Decisions.",IEEE Softw.,25(2008): 49-56,https://doi.org/10.1109/MS.2008.29,article
"Gary D. Boetticher, Tim Menzies, Thomas J. Ostrand, Günther Ruhe",4th international workshop on predictor models in SE (PROMISE 2008).,ICSE Companion,2008: 1061-1062,https://doi.org/10.1145/1370175.1370247,inproceedings
"Tim Menzies, Andrian Marcus",Automated severity assessment of software defect reports.,ICSM,2008: 346-355,https://doi.org/10.1109/ICSM.2008.4658083,inproceedings
"Tim Menzies, Oussama El-Rawas, Barry W. Boehm, Raymond J. Madachy, Jairus Hihn, Daniel Baker, Karen T. Lum",Accurate Estimates without Calibration?,ICSP,2008: 210-221,https://doi.org/10.1007/978-3-540-79588-9_19,inproceedings
"Yue Jiang 0001, Bojan Cukic, Tim Menzies",Cost Curve Evaluation of Fault Prediction Models.,ISSRE,2008: 197-206,https://doi.org/10.1109/ISSRE.2008.54,inproceedings
"Yue Jiang 0001, Bojan Cukic, Tim Menzies",Can data transformation help in the detection of fault-prone modules?,DEFECTS,2008: 16-20,https://doi.org/10.1145/1390817.1390822,inproceedings
"Burak Turhan, Ayse Basar Bener, Tim Menzies",Nearest neighbor sampling for cross company defect predictors: abstract only.,DEFECTS,2008: 26,https://doi.org/10.1145/1390817.1390824,inproceedings
"Daniel Port, Alexy Olkov, Tim Menzies",Using Simulation to Investigate Requirements Prioritization Strategies.,ASE,2008: 268-277,https://doi.org/10.1109/ASE.2008.37,inproceedings
"Johann Schumann, Karen Gundy-Burlet, Corina S. Pasareanu, Tim Menzies, Tony Barrett",Tool Support for Parametric Analysis of Large Software Simulation Systems.,ASE,2008: 497-498,https://doi.org/10.1109/ASE.2008.89,inproceedings
"Yue Jiang 0001, Bojan Cukic, Tim Menzies, Nick Bartlow",Comparing design and code metrics for software quality prediction.,PROMISE@ICSE,2008: 11-18,https://doi.org/10.1145/1370788.1370793,inproceedings
"Tim Menzies, Burak Turhan, Ayse Bener, Gregory Gay 0002, Bojan Cukic, Yue Jiang 0001",Implications of ceiling effects in defect predictors.,PROMISE@ICSE,2008: 47-54,https://doi.org/10.1145/1370788.1370801,inproceedings
"Omid Jalali, Tim Menzies, Martin S. Feather",Optimizing requirements decisions with keys.,PROMISE@ICSE,2008: 79-86,https://doi.org/10.1145/1370788.1370807,inproceedings
"Tim Menzies, David Owen 0002, Julian Richardson",The Strangest Thing About Software.,Computer,40(2007): 54-60,https://doi.org/10.1109/MC.2007.37,article
"Tim Menzies, Jeremy Greenwald, Art Frank",Data Mining Static Code Attributes to Learn Defect Predictors.,IEEE Trans. Software Eng.,33(2007): 2-13,https://doi.org/10.1109/TSE.2007.256941,article
"Tim Menzies, Alex Dekhtyar, Justin S. Di Stefano, Jeremy Greenwald","Problems with Precision: A Response to ""Comments on 'Data Mining Static Code
                Attributes to Learn Defect Predictors'"".",IEEE Trans. Software Eng.,33(2007): 637-640,https://doi.org/10.1109/TSE.2007.70721,article
"Yue Jiang 0001, Bojan Cukic, Tim Menzies",Fault Prediction using Early Lifecycle Data.,ISSRE,2007: 237-246,https://doi.org/10.1109/ISSRE.2007.24,inproceedings
"James H. Andrews, Felix Chun Hang Li, Tim Menzies",Nighthawk: a two-level genetic-random unit test data generator.,ASE,2007: 144-153,https://doi.org/10.1145/1321631.1321654,inproceedings
"Tim Menzies, Oussama El-Rawas, Jairus Hihn, Martin S. Feather, Raymond J. Madachy, Barry W. Boehm",The business case for automated software engineering.,ASE,2007: 303-312,https://doi.org/10.1145/1321631.1321676,inproceedings
"Omid Jalali, Tim Menzies, Daniel Baker, Jairus Hihn",Column Pruning Beats Stratification in Effort Estimation.,PROMISE@ICSE,2007: 7,https://doi.org/10.1109/PROMISE.2007.3,inproceedings
"Tim Menzies, Ying Hu","Just enough learning (of association rules): the TAR2 ""Treatment"" learner.",Artif. Intell. Rev.,25(2006): 211-229,https://doi.org/10.1007/s10462-007-9055-0,article
"Tim Menzies, Julian Richardson","Making Sense of Requirements, Sooner.",Computer,39(2006): 112-114,https://doi.org/10.1109/MC.2006.348,article
"Tim Menzies, Jairus Hihn",Evidence-Based Cost Estimation for Better-Quality Software.,IEEE Softw.,23(2006): 64-66,https://doi.org/10.1109/MS.2006.99,article
"Tim Menzies, Zhihao Chen 0001, Jairus Hihn, Karen T. Lum",Selecting Best Practices for Effort Estimation.,IEEE Trans. Software Eng.,32(2006): 883-895,https://doi.org/10.1109/TSE.2006.114,article
"Jimin Gao, Mats Per Erik Heimdahl, David Owen 0002, Tim Menzies",On the Distribution of Property Violations in Formal Models: An Initial Study.,COMPSAC (1),2006: 150-160,https://doi.org/10.1109/COMPSAC.2006.64,inproceedings
"Marcus S. Fisher, Tim Menzies",Learning IV&V Strategies.,HICSS,2006: ,https://doi.org/10.1109/HICSS.2006.251,inproceedings
"Tim Menzies, Julian Richardson",Qualitative Modeling for Requirements Engineering.,SEW,2006: 11-20,https://doi.org/10.1109/SEW.2006.27,inproceedings
"Tim Menzies, Charles Pecheur",Verification and Validation and Artificial Intelligence.,Adv. Comput.,65(2005): 154-203,https://doi.org/10.1016/S0065-2458(05)65004-8,article
"Zhihao Chen 0001, Tim Menzies, Daniel Port, Barry W. Boehm",Feature subset selection can improve software cost estimation accuracy.,ACM SIGSOFT Softw. Eng. Notes,30(2005): 1-6,https://doi.org/10.1145/1082983.1083171,article
"Tim Menzies, Daniel Port, Zhihao Chen 0001, Jairus Hihn",Simple software cost analysis: safe or unsafe?,ACM SIGSOFT Softw. Eng. Notes,30(2005): 1-6,https://doi.org/10.1145/1082983.1083170,article
"Zhihao Chen 0001, Barry W. Boehm, Tim Menzies, Daniel Port",Finding the Right Data for Software Cost Modeling.,IEEE Softw.,22(2005): 38-46,https://doi.org/10.1109/MS.2005.151,article
"Tim Menzies, Daniel Port, Zhihao Chen 0001, Jairus Hihn, Sherry Stukes",Validation methods for calibrating software effort models.,ICSE,2005: 587-595,https://doi.org/10.1145/1062455.1062559,inproceedings
"Jelber Sayyad-Shirabad, Tim Menzies",Predictor models in software engineering (PROMISE).,ICSE,2005: 692,https://doi.org/10.1145/1062455.1062617,inproceedings
"Tim Menzies, Daniel Port, Zhihao Chen 0001, Jairus Hihn",Specialization and extrapolation of software cost models.,ASE,2005: 384-387,https://doi.org/10.1145/1101908.1101976,inproceedings
"Tim Menzies, Dan Port, Zhihao Chen 0001, Jairus Hihn",Simple software cost analysis: safe or unsafe?,PROMISE@ICSE,2005: 6:1-6:6,https://doi.org/10.1145/1083165.1083170,inproceedings
"Zhihao Chen 0001, Tim Menzies, Dan Port, Barry W. Boehm",Feature subset selection can improve software cost estimation accuracy.,PROMISE@ICSE,2005: 8:1-8:6,https://doi.org/10.1145/1083165.1083171,inproceedings
"Tim Menzies, Justin S. Di Stefano",How Good Is Your Blind Spot Sampling Policy?,HASE,2004: 129-138,https://doi.org/10.1109/HASE.2004.1281737,inproceedings
"Alexander Dekhtyar, Jane Huffman Hayes, Tim Menzies",Text is Software Too.,MSR,2004: 22-26,,inproceedings
"Tim Menzies, Justin S. Di Stefano, Chris Cunanan, Robert (Mike) Chapman",Mining Repositories to Assist in Project Planning and Resource Allocation.,MSR,2004: 75-79,,inproceedings
"Tim Menzies, Ying Hu",Data Mining for Very Busy People.,Computer,36(2003): 22-29,https://doi.org/10.1109/MC.2003.1244531,article
Tim Menzies,"Guest Editor's Introduction: 21st Century AI--Proud, Not Smug.",IEEE Intell. Syst.,18(2003): 18-24,https://doi.org/10.1109/MIS.2003.1200723,article
Tim Menzies,Editorial: model-based requirements engineering.,Requir. Eng.,8(2003): 193-194,https://doi.org/10.1007/s00766-002-0156-7,article
"Tim Menzies, Justin S. Di Stefano",More Success and Failure Factors in Software Reuse.,IEEE Trans. Software Eng.,29(2003): 474-477,https://doi.org/10.1109/TSE.2003.1199076,article
"Martin S. Feather, Tim Menzies, Judith R. Connelly",Matching Software Practitioner Needs to Researcher Activities.,APSEC,2003: 6-16,https://doi.org/10.1109/APSEC.2003.1254353,inproceedings
"Yan Liu 0003, Srikanth Gururajan, Bojan Cukic, Tim Menzies, Marcello R. Napolitano",Validating an Online Adaptive System Using SVDD.,ICTAI,2003: 384-,https://doi.org/10.1109/TAI.2003.1250215,inproceedings
"Tim Menzies, Justin S. Di Stefano, Mike Chapman",Learning Early Lifecycle IV&V Quality Indicators.,IEEE METRICS,2003: 88-97,https://doi.org/10.1109/METRIC.2003.1232458,inproceedings
"Tim Menzies, Justin S. Di Stefano, Kareem Ammar, Kenneth McGill, Pat Callis, Robert (Mike) Chapman, John Davis",When Can We Test Less?,IEEE METRICS,2003: 98-,https://doi.org/10.1109/METRIC.2003.1232459,inproceedings
"Martin S. Feather, Tim Menzies, Judith R. Connelly",Relating Practitioner Needs to Research Activities.,RE,2003: 352-,https://doi.org/10.1109/ICRE.2003.1232783,inproceedings
"David Owen 0002, Tim Menzies",Lurch: a Lightweight Alternative to Model Checking.,SEKE,2003: 158-165,,inproceedings
"Tim Menzies, Robyn R. Lutz, Ines Carmen Mikulski",Better Analysis of Defect Data at NASA.,SEKE,2003: 607-611,,inproceedings
"Tim Menzies, James D. Kiper, Martin S. Feather","Improved Software Engineering Decision Support Through Automatic Argument
                Reduction Tools.",SEKE,2003: 655-662,,inproceedings
"David Owen 0002, Tim Menzies, Mats Per Erik Heimdahl, Jimin Gao","On the Advantages of Approximate vs. Complete Verification: Bigger Models,
                Faster, Less Memory, Usually Accurate.",SEW,2003: 75,https://doi.org/10.1109/SEW.2003.1270728,inproceedings
"Dustin Geletko, Tim Menzies",Model-Based Software Testing via Incremental Treatment Learning.,SEW,2003: 82,https://doi.org/10.1109/SEW.2003.1270729,inproceedings
"Eliza Chiang, Tim Menzies",Simulations for very early lifecycle quality evaluations.,Softw. Process. Improv. Pract.,7(2002): 141-159,https://doi.org/10.1002/spip.161,article
"Tim Menzies, Robert F. Cohen, Sam Waugh, Simon Goss",Applications of Abduction: Testing Very Long Qualitative Simulations.,IEEE Trans. Knowl. Data Eng.,14(2002): 1362-1375,https://doi.org/10.1109/TKDE.2002.1047773,article
"Tim Menzies, Adrian R. Pearce, Clinton Heinze, Simon Goss",What Is an Agent and Why Should I Care?,FAABS,2002: 1-14,https://doi.org/10.1007/978-3-540-45133-4_1,inproceedings
"Tim Menzies, David Owen 0002, Bojan Cukic","You Seem Friendly, But Can I Trust You?",FAABS,2002: 208-219,https://doi.org/10.1007/978-3-540-45133-4_17,inproceedings
"David Owen 0002, Bojan Cukic, Tim Menzies","An Alternative to Model Checking: Verification by Random Search of AND-OR Graphs
                Representing Finite-State Models.",HASE,2002: 119-128,https://doi.org/10.1109/HASE.2002.1173112,inproceedings
"Yan Liu 0003, Tim Menzies, Bojan Cukic",Data Sniffing - Monitoring of Machine Learning for Online Adaptive Systems.,ICTAI,2002: 16-21,https://doi.org/10.1109/TAI.2002.1180783,inproceedings
"Justin S. Di Stefano, Tim Menzies",Machine Learning for Software Engineering: Case Studies in Software Reuse.,ICTAI,2002: 246-251,https://doi.org/10.1109/TAI.2002.1180811,inproceedings
"Tim Menzies, David Owen 0002, Bojan Cukic",Saturation Effects in Testing of Formal Models.,ISSRE,2002: 15-26,https://doi.org/10.1109/ISSRE.2002.1173208,inproceedings
"Tim Menzies, David Raffo, Siri-on Setamanit, Ying Hu, Sina Tootoonia",Model-Based Tests of Truisms.,ASE,2002: 183-,https://doi.org/10.1109/ASE.2002.1115012,inproceedings
"David Owen 0002, Tim Menzies, Bojan Cukic",What Makes Finite-State Models More (or Less) Testable?,ASE,2002: 237-240,https://doi.org/10.1109/ASE.2002.1115019,inproceedings
"Martin S. Feather, Tim Menzies",Converging on the Optimal Attainment of Requirements.,RE,2002: 263-272,https://doi.org/10.1109/ICRE.2002.1048537,inproceedings
"Tim Menzies, Lindsay Mason",Some prolog macros for rule-based programming: why? how?,ACM SIGPLAN Workshop on Rule-Based Programming,2002: 79-92,https://doi.org/10.1145/570186.570194,inproceedings
"Tim Menzies, Harshinder Singh",How AI Can Help SE; or: Randomized Search Not Considered Harmful.,Canadian Conference on AI,2001: 100-110,https://doi.org/10.1007/3-540-45153-6_10,inproceedings
"Tim Menzies, John D. Powell, Michael E. Houle","Fast Formal Analysis of Requirements via ""Topoi Diagrams"".",ICSE,2001: 391-400,https://doi.org/10.1109/ICSE.2001.919112,inproceedings
"Tim Menzies, James D. Kiper",Better Reasoning About Software Engineering Activities.,ASE,2001: 391-394,https://doi.org/10.1109/ASE.2001.989836,inproceedings
"Brian Drabble, Laurent Chaudron, Catherine Tessier, Sue Abu-Hakima, Steven Willmott, Jim Austin, Boi Faltings, Eugene C. Freuder, Gerhard Friedrich, Alex Alves Freitas, Ulises Cortés, Miquel Sànchez-Marrè, David W. Aha, Irma Becerra-Fernandez, Héctor Muñoz-Avila, Aditya Ghose, Tim Menzies, Ken Satoh, Mary Elaine Califf, Michael T. Cox, Sandip Sen, Patrick Brézillon, Jean-Charles Pomerol, Roy M. Turner, Elise H. Turner",Reports on the AAAI 1999 Workshop Program.,AI Mag.,21(2000): 95-100,https://doi.org/10.1609/aimag.v21i1.1499,article
"Tim Menzies, Bojan Cukic",Adequacy of Limited Testing for Knowledge Based Systems.,Int. J. Artif. Intell. Tools,9(2000): 153-172,https://doi.org/10.1142/S0218213000000112,article
"Tim Menzies, Klaus-Dieter Althoff, Yannis Kalfoglou, Enrico Motta",Issues with Meta-Knowledge.,Int. J. Softw. Eng. Knowl. Eng.,10(2000): 549-555,https://doi.org/10.1142/S0218194000000262,article
"Yannis Kalfoglou, Tim Menzies, Klaus-Dieter Althoff, Enrico Motta",Meta-knowledge in systems design: panacea ... or undelivered promise?,Knowl. Eng. Rev.,15(2000): 381-404,https://doi.org/10.1017/S0269888900004033,article
"Tim Menzies, Bojan Cukic",When to Test Less.,IEEE Softw.,17(2000): 107-112,https://doi.org/10.1109/52.877876,article
"Tim Menzies, Bojan Cukic, Harshinder Singh",Agents Talking Faster.,FAABS,2000: 194-208,https://doi.org/10.1007/3-540-45484-5_16,inproceedings
Tim Menzies, WISE ,ICSE,2000: 812-813,https://doi.org/10.1145/337180.337831,inproceedings
"Tim Menzies, Bojan Cukic, Harshinder Singh, John D. Powell",Testing Nondeterminate Systems.,ISSRE,2000: 222-233,https://doi.org/10.1109/ISSRE.2000.885874,inproceedings
Tim Menzies,The Complexity of TRMCS-like Spiral Specification.,IWSSD,2000: 183-190,https://dl.acm.org/doi/10.5555/857171.857211,inproceedings
"Tim Menzies, Erik Sinsel","Practical Large Scale What-If Queries: Case Studies with Software Risk
                Assessment.",ASE,2000: 165-,https://doi.org/10.1109/ASE.2000.873661,inproceedings
Tim Menzies,Desert Island Column.,Autom. Softw. Eng.,6(1999): 315-320,https://doi.org/10.1023/A:1008713028168,article
"Tim Menzies, Frank van Harmelen",Editorial: Evaluating knowledge engineering techniques.,Int. J. Hum. Comput. Stud.,51(1999): 715-727,https://doi.org/10.1006/ijhc.1999.0336,article
Tim Menzies,Critical success metrics: evaluation at the business level.,Int. J. Hum. Comput. Stud.,51(1999): 783-799,https://doi.org/10.1006/ijhc.1999.0329,article
Tim Menzies,Knowledge maintenance: the state of the art.,Knowl. Eng. Rev.,14(1999): 1-46,https://doi.org/10.1017/S0269888999134052,article
Tim Menzies,Cost benefits of ontologies.,Intell.,10(1999): 26-32,https://doi.org/10.1145/318964.318969,article
"Tim Menzies, Bojan Cukic",On the Sufficiency of Limited Testing for Knowledge Based Systems.,ICTAI,1999: 431-440,https://doi.org/10.1109/TAI.1999.809838,inproceedings
"Tim Menzies, Steve M. Easterbrook, Bashar Nuseibeh, Sam Waugh","An Empirical Investigation of Multiple Viewpoint Reasoning in Requirements
                Engineering.",RE,1999: 100-,https://doi.org/10.1109/ISRE.1999.777990,inproceedings
"Tim Menzies, William J. Clancey","Editorial: the challenge of situated cognition for symbolic knowledge-based
                systems.",Int. J. Hum. Comput. Stud.,49(1998): 767-769,https://doi.org/10.1006/ijhc.1998.0026,article
Tim Menzies,Towards situated knowledge acquisition.,Int. J. Hum. Comput. Stud.,49(1998): 867-893,https://doi.org/10.1006/ijhc.1998.0230,article
"Tim Menzies, Sam Waugh",Lower Bounds on the Size of Test Data Sets.,Australian Joint Conference on Artificial Intelligence,1998: 227-237,https://doi.org/10.1007/BFb0095055,inproceedings
"Sam Waugh, Brian Hanlon, Tim Menzies",The Temporal QCM Modelling Language.,Australian Joint Conference on Artificial Intelligence,1998: 262-272,https://doi.org/10.1007/BFb0095058,inproceedings
